カインズスーパーモールかわじま店,720,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,049-299-2601,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ルミネ川越店,537,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,049-240-6205,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
埼玉医科大学国際医療センター店,752,08:00～21:00,08:00～21:00,08:00～20:00,10:00～20:00,042-984-0031,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
カインズホーム鶴ヶ島店,667,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,049-272-5261,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
川越クレアモール店,310,09:00～21:00,09:00～21:00,09:00～21:00,09:00～21:00,049-226-5507,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
朝霞駅前店,471,07:00～22:00,07:00～22:30,08:00～22:30,08:00～22:00,048-460-1960,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
志木駅前店,162,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,048-476-0551,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ららぽーと富士見店,1246,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,049-275-1115,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
三芳パーキングエリア(下り線）店,799,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,049-274-5481,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ピオニウォーク東松山店,953,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,0493-31-0105,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
なめがわ森林モール店,687,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,0493-57-1151,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ふじみ野店,971,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,049-256-5502,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
飯能ＰｅＰｅ店,240,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,042-974-6866,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオン入間店,501,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,04-2901-4556,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新所沢パルコ店,290,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,04-2998-8167,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
所沢けやき台店,1152,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,04-2920-2361,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
所沢ステーションビル店,1097,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,04-2929-3651,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アズ熊谷店,298,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,048-527-4510,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
上里サービスエリア(上り線）店,800,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,0495-35-1075,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
上里サービスエリア（下り線）店,815,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,0495-35-1101,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉パルコ店,330,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,043-224-6520,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉中央駅店,404,06:30～22:00,06:30～22:00,06:30～22:00,06:30～22:00,043-202-1501,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉オーロラモールジュンヌ店,213,07:00～21:30,07:00～21:30,08:00～21:30,08:00～21:30,043-245-2533,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉センシティタワー店,487,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,043-204-2790,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アリオ蘇我店,611,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,043-209-6531,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉県がんセンター店,838,07:30～19:00,07:30～19:00,10:00～17:00,10:00～17:00,043-209-8811,
千葉美浜店,857,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,043-301-7855,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオン幕張店,198,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,043-276-2883,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
湾岸幕張パーキングエリア（下り線）店,969,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,043-350-0301,"STARBUCKS, Softbank, au, Wi2 300"
湾岸幕張パーキングエリア（上り線）店,1081,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,043-212-7551,"STARBUCKS, Softbank, au, Wi2 300"
幕張ＷＢＧ店,651,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,043-213-5801,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオンモール幕張新都心ファミリーモール店,1173,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,043-350-0117,"STARBUCKS, au, Wi2 300"
イオンモール幕張新都心グランドモール店,1182,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,043-213-3206,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉長沼店,1214,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,043-298-6211,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉若松店,942,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,043-214-0141,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
千葉おゆみ野店,917,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,043-293-6618,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオンモール千葉ニュータウン店,671,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,0476-48-4593,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ松戸店,223,07:00～22:00,07:00～22:00,07:00～22:00,08:00～22:00,047-331-5818,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ダイエーいちかわコルトンプラザ店,1309,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,047-376-5670,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ららぽーとTOKYO-BAY　北館店,41,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,047-433-7720,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ららぽーとTOKYO-BAY　南館店,262,08:00～21:00,08:00～21:00,09:00～21:00,09:00～21:00,047-437-7068,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
西船橋メトロピア店,1268,06:30～22:00,06:30～22:00,07:00～21:00,07:00～21:00,047-495-1661,"docomo, FLET’S(東)"
イオンモール船橋店,1066,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,047-420-7520,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新鎌ケ谷店,878,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,047-441-8091,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
津田沼パルコ店,63,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,047-493-5700,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ミーナ津田沼店,819,06:30～22:00,06:30～22:00,06:30～22:00,06:30～22:00,047-403-4871,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
TSUTAYA モリシア津田沼店,1276,09:00～23:00,09:00～23:00,09:00～23:00,09:00～23:00,047-403-8701,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
フルルガーデン八千代店,407,09:30～22:00,09:30～22:00,09:30～22:00,09:30～22:00,047-405-6931,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオンモール八千代緑が丘店,605,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,047-458-5388,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
丸井 柏ＶＡＴ店,169,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,04-7167-3508,
モラージュ柏店,568,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,04-7137-6116,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
柏 高島屋ステーションモール店,170,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,04-7148-2412,"docomo, FLET’S(東)"
柏 高島屋ステーションモール 6階店,1183,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,04-7148-2272,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオンモール柏店,675,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,04-7142-5293,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
浦安店,507,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,047-306-5231,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ新浦安店,669,10:00～22:00,10:00～22:00,10:00～21:00,10:00～21:00,047-390-6861,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
舞浜　イクスピアリ店,836,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,047-305-5728,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
成田空港第２ターミナル店,355,07:00～21:30,07:00～21:30,07:00～21:30,07:00～21:30,0476-34-6358,
成田空港店,199,07:00～21:30,07:00～21:30,07:00～21:30,07:00～21:30,0476-33-0215,
成田空港第１ターミナル店,436,07:00～21:00,07:00～21:00,07:00～21:00,07:00～21:00,0476-33-5005,
四街道イトーヨーカドー店,607,09:00～21:00,09:00～21:00,09:00～21:00,09:00～21:00,043-304-3481,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ベイシア佐倉店,796,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,043-481-0131,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
酒々井プレミアム・アウトレット店,1114,09:30～20:00,09:30～20:00,09:30～20:00,09:30～20:00,043-481-7525,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
酒々井パーキングエリア(下り線）店,899,06:30～22:00,06:30～22:00,06:30～22:00,06:30～22:00,043-481-6511,Softbank
成田ボンベルタ店,465,09:00～21:00,09:00～21:00,09:00～21:00,09:00～21:00,0476-29-7745,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオンモール成田店,103,09:00～23:00,09:00～23:00,09:00～23:00,09:00～23:00,0476-23-8204,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ベイシア富里店,721,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,0476-90-2871,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
市原店,1073,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,0436-20-6671,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
三井アウトレットパーク木更津店,1049,09:30～21:00,09:30～21:00,09:30～21:00,09:30～21:00,0438-40-0581,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
木更津店,892,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,0438-30-5118,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
海ほたるパーキングエリア店,776,07:30～22:00,07:30～22:00,07:30～22:00,07:30～22:00,0438-40-0530,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
イオンモール木更津店,1237,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,0438-30-7951,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
イオンモール富津店,482,09:00～21:00,09:00～21:00,09:00～21:00,09:00～21:00,0439-80-1768,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
竹橋パレスサイド店,75,07:00～21:00,07:00～21:00,08:00～17:00,,03-3212-3510,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ＫＤＤＩ大手町ビル店,115,08:00～22:00,08:00～22:00,09:00～18:00,,03-3231-2065,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
大手町東京サンケイビル店,346,07:00～21:00,07:00～21:00,09:00～18:00,,03-5204-8207,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
大手町ビル店,432,07:00～22:00,07:00～22:00,07:00～21:00,,03-5288-7330,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新大手町ビル店,463,07:00～21:00,07:00～21:00,09:00～16:00,,03-6202-2391,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
丸の内三菱ビル店,30,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-5288-9050,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
丸の内新東京ビル店,224,07:00～22:30,07:00～22:30,08:00～21:00,10:00～20:00,03-3216-3552,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ＪＲ東京駅日本橋口店,460,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5219-6066,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京ステーションシティ サピアタワー店,757,07:00～22:00,07:00～22:00,07:00～19:00,07:00～19:00,03-5224-8075,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新丸ビル店,743,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5224-8688,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
JR東京駅 八重洲北口店,2035,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5288-5097,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ＪＲ東海 東京駅新幹線南ラチ内店,2043,06:30～21:30,06:30～21:30,06:30～21:30,06:30～21:30,03-5293-8175,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
有楽町ビル 地下1階店,420,08:00～22:00,08:00～22:00,09:00～21:00,09:00～20:00,03-5288-7075,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
有楽町ビル1階店,1259,07:00～22:00,07:00～22:00,09:00～22:00,09:00～21:00,03-6250-1021,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
日比谷シャンテ店,1010,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5510-7081,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
TSUTAYA 有楽町マルイ店,2018,11:00～21:00,11:00～21:00,11:00～21:00,10:30～20:30,03-6738-3888,
JR有楽町駅京橋口店,2047,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-6870-6070,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
日比谷シティ店,5,07:30～20:00,07:30～20:00,08:00～19:00,,03-3506-8170,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
NBF日比谷ビル店,69,07:30～20:00,07:30～20:00,08:00～20:00,,03-5510-0090,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
山王パークタワー店,95,07:00～22:00,07:00～22:00,08:00～18:00,08:00～18:00,03-3502-0323,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
赤坂プルデンシャルタワー店,824,07:00～22:00,07:00～22:00,10:00～18:00,10:00～18:00,03-3519-3171,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
霞ダイニング店,905,07:00～21:00,07:00～21:00,08:00～18:00,,03-5251-5551,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
丸の内ビル店,371,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,03-5220-7748,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
大手町カンファレンスセンター店,869,07:00～22:00,07:00～22:00,08:00～19:00,,03-6213-0650,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
丸の内パークビル店,895,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-5220-2082,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アトレ秋葉原1店,956,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5289-3841,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
秋葉原駅前店,820,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-5295-7380,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
神田駅前店,227,06:30～22:00,06:30～22:30,08:00～21:00,08:00～21:00,03-3251-7039,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
神保町１丁目店,394,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,03-5217-0325,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
神田小川町２丁目店,100,07:00～22:00,07:00～22:00,09:00～22:00,09:00～22:00,03-5281-1115,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
お茶の水村田ビル店,2,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-3293-8835,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
淡路町駅前店,98,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-5294-7850,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
飯田橋サクラテラス店,1225,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-3221-8523,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
飯田橋アイガーデンテラス店,448,07:00～21:00,07:00～21:00,07:00～19:00,07:00～19:00,03-3239-8222,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
九段下店,111,06:30～22:00,06:30～22:00,08:00～22:00,08:00～22:00,03-5275-1158,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
北の丸スクエア店,657,06:30～22:00,06:30～22:00,08:00～20:00,08:00～20:00,03-3221-5431,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
市ヶ谷駅前店,121,07:00～22:00,07:00～22:00,07:00～22:00,08:00～21:00,03-3261-1881,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
麹町店,33,06:30～21:00,06:30～21:00,08:00～20:00,08:00～19:00,03-5226-3223,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
人形町店,17,07:00～22:00,07:00～22:00,07:00～21:00,07:00～21:00,03-3669-2024,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
日本橋スルガビル店,55,06:30～22:00,06:30～22:00,06:30～22:00,08:00～21:00,03-5200-2616,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
日本橋本町店,53,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5200-1008,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
茅場町店,357,06:30～22:00,06:30～22:00,07:00～20:00,08:00～20:00,03-3660-1615,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
八重洲さくら通り店,99,06:30～22:30,06:30～22:30,07:00～22:30,07:00～22:30,03-5203-1880,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
八重洲地下街店,3,06:30～22:00,06:30～22:00,06:30～22:00,06:30～22:00,03-3243-0421,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
東京駅八重洲南口店,107,07:00～21:00,07:00～21:00,08:30～20:00,09:30～20:00,03-3278-1012,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
京橋駅前店,128,07:00～22:00,07:00～22:00,07:00～22:00,09:00～21:00,03-5202-8656,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
築地駅前店,61,06:30～22:00,06:30～22:00,07:00～20:00,08:00～20:00,03-3545-2058,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
晴海 トリトンスクエア店,276,07:00～20:00,07:00～20:00,09:00～17:00,,03-5548-4478,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
銀座マロニエ通り店,197,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3567-5713,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
銀座松屋通り店,1,07:00～22:30,07:00～23:00,07:00～23:00,07:00～22:30,03-5250-2751,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
銀座コリドー通り店,60,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:00,03-3575-0938,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東銀座店,520,07:00～21:00,07:00～21:00,08:00～20:00,08:00～20:00,03-3544-6240,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
銀座ファイブ店,902,07:00～22:30,07:00～22:30,07:00～22:30,10:00～22:00,03-6252-5995,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
エチカフィット銀座店,1241,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,03-5159-5486,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
聖路加国際病院店,759,07:00～21:00,07:00～21:00,09:00～18:00,09:00～18:00,03-5148-5015,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
虎ノ門２丁目タワー店,90,07:00～20:30,07:00～20:30,08:00～18:00,,03-3592-5021,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
虎ノ門駅前店,65,06:30～22:00,06:30～22:00,08:00～19:00,08:00～19:00,03-5512-1102,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
TSUTAYA 神谷町駅前店,2022,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3431-9001,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
新橋駅前店,108,06:30～22:00,06:30～22:30,07:00～22:30,08:00～21:00,03-3573-6815,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
TSUTAYA 新橋店,2057,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,03-5777-0651,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
芝大門店,780,06:30～21:00,06:30～21:00,07:00～20:00,07:00～20:00,03-6430-7950,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ゆりかもめ新橋駅店,361,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,03-3574-8860,"docomo, FLET’S(東)"
浜松町東芝ビル店,82,06:30～20:00,06:30～20:00,,,03-3457-5782,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
城山ガーデン店,83,07:00～20:30,07:00～20:30,08:00～19:00,,03-3431-7590,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
愛宕グリーンヒルズ店,249,07:00～21:00,07:00～21:00,08:00～19:00,09:00～19:00,03-3435-1755,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
カレッタ汐留店,772,07:00～22:00,07:00～22:00,09:00～21:00,09:00～21:00,03-5537-2471,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
汐留シティセンター店,439,07:00～22:00,07:00～22:00,10:00～19:00,10:00～18:00,03-5537-2780,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
ペディ汐留店,593,07:00～22:00,07:00～22:00,08:00～20:00,08:00～20:00,03-6274-5021,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
慈恵大学病院店,705,07:00～19:00,07:00～19:00,07:00～19:00,,03-5777-1672,
六本木７丁目店,134,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:00,03-3475-3312,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
六本木ヒルズ メトロハット／ハリウッドプラザ店,437,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3403-7716,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
六本木ヒルズ ウエストウォーク店,438,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,03-3403-7713,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
TSUTAYA TOKYO ROPPONGI店,2002,07:00～28:00,07:00～28:00,07:00～28:00,07:00～28:00,03-5411-2667,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アークヒルズサウスタワー店,1197,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-5572-6835,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
麻布十番店,27,06:30～22:00,06:30～22:30,07:00～22:30,07:00～22:00,03-5575-0917,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
六本木ヒルズ ウエストウォーク ラウンジ店,848,07:00～21:00,07:00～21:00,09:00～21:00,09:00～20:00,03-5771-1117,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
赤坂見附店,142,07:00～22:00,07:00～22:00,07:00～20:00,08:00～19:00,03-5570-1305,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
赤坂溜池タワー店,202,07:00～19:00,07:00～19:00,,,03-3505-6810,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
フォーシーズ溜池山王ビル店,277,07:00～22:00,07:00～22:00,08:00～20:00,08:00～19:00,03-5570-3010,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
東京ミッドタウン コンプレックス スタジオ店,660,07:00～23:00,07:00～24:00,07:00～24:00,07:00～23:00,03-5413-3518,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
国際新赤坂ビル店,944,07:00～22:00,07:00～22:00,08:00～20:00,09:00～20:00,03-5549-2158,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アクセス表参道店,40,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:00,03-5466-2510,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
青山外苑西通り店,80,07:00～22:00,07:00～22:00,08:00～22:00,08:00～21:00,03-5412-3918,"STARBUCKS, docomo, FLET’S(東), au, Wi2 300"
青山一丁目店,1035,07:00～21:00,07:00～21:00,07:00～21:00,07:30～20:00,03-5413-3640,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
南青山２丁目店,15,07:00～22:00,07:00～22:00,08:00～22:00,08:00～21:00,03-5410-3363,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
青山骨董通り店,47,07:00～21:00,07:00～21:00,08:00～21:00,08:00～21:00,03-5468-1608,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
南青山骨董通り店,410,07:00～22:00,07:00～22:00,08:00～22:00,08:00～21:00,03-5766-1405,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
アークヒルズ店,6,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,03-3224-3495,"STARBUCKS, docomo, FLET’S(東), Softbank, au, Wi2 300"
